Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Afghanistan,AFG,..,..,1.86129988322751,2.23706948993234,2.32800282221116,2.06075126349116,1.89747279675157,1.77859261784739,1.1447151131951,1.06917092963673,1.28289937488342,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Albania,ALB,5.88830082474813,1.22789866018586,1.54375038367739,1.8207653435572,1.98486873031325,2.06593725523106,1.59311738441247,1.52730535496808,1.49085570218527,1.38415775962294,1.00912791965806,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Algeria,DZA,1.4573587554321,3.43339409660042,2.64380883029593,2.92332224841307,3.02474623662252,3.84851553296118,3.51802317460861,4.3463109893158,4.56430504999589,4.95063501979179,5.54192141573425,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Angola,AGO,17.3333333333333,6.39260315427404,4.71484510684848,3.36223171967052,3.75821463787197,4.3861286511624,4.24488443702506,3.49561936904927,3.59335767350066,4.90544254113145,5.21018812417744,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Argentina,ARG,1.36777808066188,1.14882368723143,0.697879247367395,0.691981964580775,0.682994134877242,0.783761711581475,0.747778636335571,0.720326045917766,0.748596481666467,0.823482588736399,0.799825148465968,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Armenia,ARM,..,3.56002487253697,2.9476130433149,3.04257463777315,3.39557944678193,4.15705009881747,4.26564622933795,3.85394659997222,3.8218100132926,4.26174813673148,4.28867359350402,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Australia,AUS,2.12548227671733,1.89865372042907,1.89485033588251,1.88946374886387,1.88506324559453,1.93235850991277,1.95342074372148,1.8314966278727,1.70158088423067,1.69072628578041,1.78121153832795,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Austria,AUT,1.18789686140159,0.980318120265802,0.789783772018703,0.905658960661513,0.876167744092427,0.83878312328522,0.825946550041654,0.794622175427229,0.781997969188536,0.753887386831646,0.746338544466526,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Azerbaijan,AZE,..,2.26786206311863,3.4177538630434,2.86419491898944,3.29121114577001,3.32542168167072,2.79100435652891,4.67013555547022,4.72321511251042,4.67975088462298,4.76348727826402,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bahrain,BHR,5.6862560243167,3.95463816945056,3.10362321964961,2.95718244215762,2.80005047950356,3.61019482258657,3.2773662908983,3.55802856444306,3.84350979685121,4.09636606168398,4.23235967126145,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bangladesh,BGD,1.07182143942949,1.24307550667887,1.02459490940097,1.03210314592751,0.971158400858176,1.06506883412441,1.23354515586516,1.27747675111331,1.24141867512971,1.18452127152146,1.1547460552381,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Belarus,BLR,..,1.34698589853073,1.70941249195756,1.64976591437478,1.45349285157346,1.37257698145111,1.39023243984992,1.2660617412909,1.19810206455858,1.32057598187798,1.28575108018377,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Belgium,BEL,2.25330434660382,1.3444226626036,1.0489724102539,1.0934045075043,1.21047917851892,1.15698178168331,1.08271564770183,1.04128555071529,1.03639890666742,0.996604611858051,0.972919729271915,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Belize,BLZ,1.15458176976153,0.855545536519387,1.00891857572042,1.06614074832325,1.36761333079405,1.29155214200005,1.09779918015964,1.03674794499765,0.96250173060969,1.02647657590366,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Benin,BEN,1.67438255284865,0.614477238047258,0.994373039696835,..,0.975727991920552,..,..,..,1.03700337574656,1.03528179137935,1.06311640911946,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bolivia,BOL,2.8239083046345,2.06765103057489,1.57050095863339,1.68946104241465,1.96480739468859,1.99676743184088,1.66846094153534,1.46769691369517,1.46542569334358,1.45445345086875,1.42613961169571,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bosnia and Herzegovina,BIH,..,..,1.42127210446089,1.26318825441492,1.24676014152352,1.40440855427331,1.30536600134099,1.15667215526552,1.16731266516367,1.10697925895059,1.09084985893832,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Botswana,BWA,4.1220302452374,3.19123358922349,2.70521092400512,2.80145034967543,3.03697194455422,3.21559987092843,2.72685341060579,2.35796210006185,2.25412072433536,1.99249342459286,1.92084958405663,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Brazil,BRA,6.32966494325592,1.72599775278469,1.48086855268607,1.46749613966875,1.44297882884477,1.5408749662728,1.53901567727984,1.4123730074644,1.4083951204039,1.37778088863183,1.34420686162714,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Brunei Darussalam,BRN,6.56636890769472,4.06921009179954,2.5581867462608,2.63835089525151,2.51496477578574,3.25885736613863,3.15847168506465,2.48853611189289,2.42576150218786,2.55783149863328,3.05842670935285,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bulgaria,BGR,3.83339281701498,2.63101001511949,2.23175658110901,2.36536366079139,1.94699453269066,1.92029576466227,1.83578946665727,1.48660867116399,1.53552337953966,1.65118903235801,1.50248174201713,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Burkina Faso,BFA,2.7235529269857,1.39243072523767,1.24271952672016,1.59226660027215,1.46983684754962,1.52145511081128,1.38257489312706,1.29920611755657,1.30339437569214,1.34682860190536,1.32145281867671,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Burundi,BDI,3.49812768854641,4.86185018351773,3.51225471482019,3.41490000681617,2.7212308336386,..,..,..,2.38501863466906,2.2420092529754,2.00984217640382,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cabo Verde,CPV,..,1.26126169762313,0.630491125888746,0.524703169514095,0.479590098292555,0.490877611423632,0.497948605100722,0.479638192585382,0.478412951119727,0.517295732027257,0.579726340631003,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cambodia,KHM,..,2.19106670825415,1.30157830427375,1.09250903041326,1.19405835904821,2.26854886650872,1.58519006587487,1.58661173890003,1.54617098651579,1.59883275004684,1.66576914586051,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cameroon,CMR,1.46638630311001,1.32474886472856,1.43110812264012,1.45214480313766,1.48607376662333,1.46812738473885,1.49880253918208,1.30693095958113,1.33894925689075,1.32862294309853,1.23362969033865,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Canada,CAN,1.92804912828278,1.12237129905679,1.12983701858475,1.1946963407625,1.25389283184303,1.38135949616051,1.19670222407724,1.14513218539514,1.11175397055965,1.00402163105231,0.976696514774611,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Central African Republic,CAF,..,..,..,1.12550729567351,1.58718333424916,1.81621084895056,2.59742642993907,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Chad,TCD,1.97523635158495,1.54138113696155,3.00442361446081,4.50456152627172,5.90639869570032,7.98513561226523,5.77813869358188,5.01552985334417,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Chile,CHL,3.26844355678575,2.65205454641956,2.41166070382135,2.28688278866468,2.53068975435177,2.18676664875179,2.16371842670056,2.16881934080671,2.06467529405585,1.9448440279006,1.9947695041809,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,China,CHN,2.60995083704852,1.84111855220127,2.07574678645169,2.03641970693166,2.01072330156397,2.20930400556434,2.04204909232752,1.96540758711362,2.00440703363938,2.01490179881522,2.08904616701581,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Colombia,COL,2.20979485886035,3.03168353865852,3.27613063886762,3.26673966297973,3.70974427551673,3.86329454054022,3.63114856383642,3.07278341135743,3.16677706852945,3.42087441588045,3.45591891577355,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Congo, Dem. Rep.",ZAR,..,0.220260772565817,1.43463133002162,1.25407559763663,0.833062936229872,0.670095572208528,0.894993206168315,1.00124690985717,1.46159587594239,1.42773266276062,1.38395051781947,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Congo, Rep.",COG,..,..,1.63711472814525,2.00221440817399,1.75161446869554,..,1.81872994981216,..,..,2.60585813449002,4.98670490614293,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cote d'Ivoire,CIV,1.33360324963219,..,1.50194869781695,1.59076456080284,1.5228557140276,1.73023939460025,1.55796604110291,1.40783060477718,1.50670701937133,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Croatia,HRV,..,3.03005577704415,1.68416333545037,1.62920790543266,1.83948113953723,1.80263229455594,1.7026225380364,1.77782054018948,1.69126903430411,1.65365683735442,1.52951963780391,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cuba,CUB,6.40627829058045,..,3.23821008264745,3.22915866799765,3.32465550444609,3.38103629914334,3.32684576904064,3.25321850339773,3.93797841235291,3.51316985030402,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cyprus,CYP,7.3740356129737,2.838066925225,1.91959183415737,1.70246360911897,1.65060989449523,1.84170559416039,1.89162846864125,1.77094783427089,1.66451068486037,1.76334818703522,1.82220427309758,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Czech Republic,CZE,..,1.88270817615895,1.57845253000244,1.43401348028182,1.24091677280115,1.32142233708932,1.206623928111,1.08853147739788,1.03781057026565,0.997618873982566,0.984273609334525,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Denmark,DNK,1.91887822091356,1.45744405054744,1.3771213510563,1.3069321276126,1.35796171115415,1.35642341037933,1.40816801944126,1.3231671797378,1.37225670526613,1.25763825459488,1.30377783984093,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Djibouti,DJI,6.87911907469007,4.72126354944047,6.44004537304695,4.07099201688201,3.63073180072313,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Dominican Republic,DOM,0.675729466250946,1.04336342418103,0.72454918755803,0.628983301374844,0.701838774576932,0.669997775484689,0.668999034390894,0.600695404514719,0.598863429186057,0.605725285688601,0.622741189512689,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ecuador,ECU,1.32615781291104,1.45207595274333,2.02982587683564,2.56823582019659,2.66504173599459,3.11741808812028,3.01055129218138,3.09511005659875,2.71502783656756,2.79234165898543,2.73464614051916,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Egypt, Arab Rep.",EGY,4.6641432368873,3.18920905615995,2.7403755926218,2.50212808807734,2.29304299274149,2.13727691421992,2.05349743079728,1.93158777623806,1.7519517613456,1.70840700393544,1.75768422106528,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,El Salvador,SLV,4.20754441875482,1.28672691695662,0.997266949495167,0.994782366487772,0.975222808081751,1.04060790862011,1.05423866506679,1.10635723237824,1.14808344811368,1.09690796443397,1.04084060269627,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Equatorial Guinea,GNQ,..,..,..,1.9258804109391,1.8965651073776,3.98268606819129,..,..,..,..,1.16395827381839,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Eritrea,ERI,..,32.6556711938038,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Estonia,EST,..,1.3763876509197,1.85752330226365,1.99863309751187,2.09375567803283,2.21032380359593,1.70438708010687,1.706921566954,1.92779828425953,1.92648408649433,1.9666791291299,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ethiopia,ETH,6.44794708146335,7.55585536238765,2.26683978155997,1.86314851727515,1.48936953998532,1.18355395962694,1.13378246662476,1.09070744610966,0.868362090380475,0.809149589933593,0.739932534975534,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Fiji,FJI,2.28434343434343,1.90247924847048,1.74254104931503,2.21952588227978,1.52095279892181,1.78657926642521,1.60512894970238,1.66698115005244,1.53828292796192,1.50733342363247,1.23455166973442,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Finland,FIN,1.51302054719262,1.24114750368778,1.32144553744192,1.18070145350084,1.27406290814667,1.43126239442299,1.37199358631748,1.36994651265562,1.40345257341348,1.41191613653803,1.34794010244345,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,France,FRA,3.33970321935866,2.47101096543937,2.3448860849516,2.2754629510657,2.25783500764085,2.48301072141193,2.33417280424482,2.25665813943099,2.23893577596555,2.22105156231913,2.20155323761553,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Gabon,GAB,..,1.80145224765811,1.0923922788207,0.98967068959415,..,..,0.864755454828592,..,1.4188127472954,1.47647058823529,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Gambia, The",GMB,1.09274310902386,0.424507189603589,0.425347640787825,0.569181614670911,1.77718804228381,0.787806622057018,..,..,1.22454272118806,1.16453814711964,1.8090103142981,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Georgia,GEO,..,0.615582487730672,5.21830393055473,9.15911651150832,8.52011839693249,5.60658289780941,3.90245281428362,3.2492623866298,3.1413272225984,2.52911327850697,2.34693881746353,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Germany,DEU,2.39773943101698,1.44565885971138,1.27039578277968,1.23859113744019,1.28317995949993,1.39095357110874,1.35566838235865,1.2830202660146,1.31524782719372,1.27785212921964,1.20576901222196,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ghana,GHA,0.469077583141529,1.0211582727189,0.371048843050942,0.509249881411555,0.398444619594323,0.455352363073505,0.380677683292731,0.592259762335199,0.804165255771521,0.524836694180295,0.478650566468964,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Greece,GRC,3.25012908363745,3.45350623254186,2.78381585682446,2.67773506202565,2.98174980926996,3.22624257152604,2.72486225164626,2.46832880950788,2.37050066502337,2.48593634121783,2.23809837581514,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guatemala,GTM,1.47113968233937,0.818335288983714,0.431829652447832,0.398456601466993,0.425420452087389,0.390658739410391,0.41075615518789,0.414299267948206,0.445274227368241,0.463793540676666,0.449462017308238,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guinea,GIN,..,1.53463750795725,..,..,..,..,..,..,2.98052820920924,3.08957442854488,3.84615384615385,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guinea-Bissau,GNB,..,2.57483257764034,..,..,..,1.66440130279794,2.02123680442557,1.58743874525708,1.72923437713856,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guyana,GUY,0.905828314299201,1.76599077184906,1.31488813689359,1.4348958259383,1.58746376163778,1.53318454470195,1.37543688813925,1.25812293597529,1.17645544462694,1.17929428622604,1.18925123219229,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Honduras,HND,..,0.729930429238472,0.692430000775615,0.776008597104899,0.953977829180274,1.07491147617113,1.07445720815541,1.13130842795229,1.00603766504505,1.24321585299395,1.26988591143415,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Hungary,HUN,..,1.70037743036525,1.23432333274821,1.28190512475198,1.19292820641533,1.14086454856002,1.04243552389721,1.05570416128991,1.04260071876927,0.907108683202139,0.849595156591901,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Iceland,ISL,..,..,..,..,..,0.175400311318208,0.14996462167399,0.132753936673847,0.122567399430977,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,India,IND,3.14621469537825,2.94892988346583,2.52680870710134,2.34263396745748,2.55019354164183,2.89349717243706,2.70746606049265,2.62277164168148,2.52603491579872,2.44837933983549,2.41058736526535,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Indonesia,IDN,1.41049090248068,0.684483812752025,0.716425480370127,0.774786825419629,0.633480984934018,0.612410891294183,0.61758709195193,0.653776702606806,0.846547139586787,0.918660584468662,0.790120665084307,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Iran, Islamic Rep.",IRN,3.17769450672421,2.53585861192314,3.60862067143775,3.03453955217892,3.11300500946388,3.47007298321294,3.20925755488926,2.47632462079983,2.27957137831086,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Iraq,IRQ,..,..,1.89757169697285,2.18609505836687,2.18307710520838,2.65838557947636,2.58538933978137,3.17875661607412,2.77733762084936,3.39626678643914,4.31722458748353,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ireland,IRL,1.22441100012958,0.69944795559897,0.516382309021807,0.509584571165727,0.578262344664906,0.606195795710054,0.583344045052277,0.546882262457883,0.521490876948644,0.515243330327843,0.484252095944065,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Israel,ISR,14.8059024797498,7.14680401826834,7.50860687951118,6.76583720585157,6.60542091490466,6.79520561083076,6.28780133201314,5.99089329363512,5.7377167736735,5.83955687587555,5.22920374170372,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Italy,ITA,1.98470077319411,1.9620832697457,1.71902958194874,1.63167857217599,1.72425893180947,1.75203575421323,1.69434482676156,1.67366615751109,1.62550262170652,1.58599562015187,1.44135796511142,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Jamaica,JAM,0.597898712029783,0.486829876974869,0.609050832025158,0.652663400925958,0.953477587321959,0.946871029672015,0.873499798037234,0.92586423567028,0.930296362977247,0.894259107348879,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Japan,JPN,0.804631222987667,0.971756972109991,0.968142082390115,0.951844279801441,0.964173055847128,1.02209282616775,0.978939177552176,1.02363979395337,1.00780783350564,0.990501450654825,0.995290634394856,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Jordan,JOR,7.75083008130476,6.25847554008326,4.65932402538281,6.0339173915329,6.1038599539299,5.89379369568438,5.17428310515445,4.80353488596513,4.02905158342843,3.55950530674446,3.53852989465909,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kazakhstan,KAZ,..,0.784645080413813,0.978995775804243,1.29687679039835,1.15466850415593,1.10303327673722,1.0144155785994,0.959310404883757,1.06995900498522,1.10020785083307,1.09299636660358,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kenya,KEN,2.87501716228704,1.30326707000114,1.45517741016444,1.54791249583401,1.61585029427424,1.56144803484178,1.55513786793997,1.54141878592068,1.66647462152831,1.56662687777398,1.34409123962796,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Korea, Rep.",KOR,3.55066520392756,2.45731751955534,2.48836866984537,2.46963878142104,2.60147600942768,2.70624198255842,2.51922851985445,2.56843160516283,2.58919228380771,2.5995396536307,2.60087348947328,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..
